ID,Title,Genre,InDeg,OutDeg,TotalDeg,Community,K-Core,BT,CL,EV,PR
12511,Keeping the Faith/While You Were Sleeping,Comedy,3,3,6,11,2,3.976111521975968e-06,0.00597609561752988,2.028645750933285e-33,0.0025745184864951424
12512,Rodgers & Hammerstein's South Pacific,Musicals & Performing Arts,3,3,6,11,2,3.976111521975968e-06,0.00597609561752988,2.028645750933285e-33,0.0025745184864951424
12514,Enemy of the State/Crimson Tide,Action & Adventure,2,2,4,11,2,0.0,0.00448207171314741,1.5839187392812764e-33,0.0017859272455454586
12515,Queen's Competition,Music Video & Concerts,2,2,4,11,2,0.0,0.00448207171314741,1.5839187392812764e-33,0.0017859272455454586
12610,Lost Worlds - Life in the Balance (Large Format),Documentary,0,1,1,12,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
10080,Regeneration,Classics,3,0,3,-1,2,0.0,0.0071143995446784295,3.4161978914389728e-59,0.00124324430089129
12617,Burial Ground - Night of Terror,Horror,2,2,4,13,2,5.964167282963952e-06,0.00398406374501992,9.835747711959738e-122,0.000894255282350698
12615,My Louisiana Sky,Drama,4,0,4,-1,2,0.0,0.008300132802124834,1.165572865218858e-121,0.0015297565913653234
15740,Jeff Barry & Friends - Chapel of Love,Music Video & Concerts,1,2,3,13,2,3.976111521975968e-06,0.0026560424966799467,7.424786278595415e-122,0.0007070919712703369
12618,Red Shoe Diaries - Forbidden Zone,Drama,1,2,3,13,2,1.988055760987984e-06,0.0026560424966799467,5.604805338366575e-122,0.000627547561378785
12646,Transformers Volume 3 Season 1,Kids & Family,2,2,4,14,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
12647,Transformers - Season 1 (Vol. 2),Kids & Family,2,2,4,14,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
12648,Transformers Volume 1 Season 1,Kids & Family,2,2,4,14,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
18234,Wind,Action & Adventure,2,2,4,15,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
22153,The Little Mermaid (Good Times Home Video),Kids & Family,2,2,4,15,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
22154,Jungle Book,Kids & Family,2,2,4,15,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
18237,Star Trek - The Motion Picture (The Director's Edition),Science Fiction & Fantasy,0,2,2,16,2,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
18903,Heavens Above!,Comedy,2,1,3,16,2,0.0,0.00398406374501992,1.0560086723011424e-152,0.003106817566695073
18905,I'm All Right Jack,Comedy,2,1,3,16,2,0.0,0.00398406374501992,1.0560086723011424e-152,0.003106817566695073
18966,Bellydance Fitness for Weight Loss featuring Rania: Hip Drop Hip Hop,Sports,1,1,2,17,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
28776,Last House on Dead End Street,Horror,1,1,2,17,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
20172,Mickey's House of Villains,Kids & Family,1,2,3,18,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
5357,Scent of a Woman,Drama,2,0,2,-1,2,0.0,0.00398406374501992,1.0560086723011452e-152,0.0008104742570744219
33416,In a Class of His Own,Drama,1,2,3,18,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
20180,Nixon - Collector's Edition,Drama,2,2,4,19,3,0.0,0.00398406374501992,1.0560086723011452e-152,0.0007299007916738108
20178,Baby Einstein - Baby Newton - Discovering Shapes,Kids & Family,3,0,3,-1,3,0.0,0.00597609561752988,2.1120173446022904e-152,0.001040108635489687
27739,Trick Or Treat,Horror,2,2,4,19,3,0.0,0.00398406374501992,1.0560086723011452e-152,0.0007299007916738108
20181,"The Lone Ranger Classic Western Double Feature - Hi-Yo, Silver! / Legend of the Lone Ranger",Classics,0,3,3,19,3,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
21351,Diva,Mystery & Suspense,2,2,4,20,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
21352,Timerider,Science Fiction & Fantasy,2,2,4,20,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
21353,The Unbelievable Truth,Comedy,2,2,4,20,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
22274,Rope,Mystery & Suspense,1,1,2,21,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
22276,Family Plot,Mystery & Suspense,1,1,2,21,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
24457,Mississippi Masala,Drama,1,1,2,22,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
26026,The End of the Affair,Drama,1,1,2,22,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
24804,Hands Up/Girl Talk,Music Video & Concerts,1,1,2,23,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
28010,Fascination,Horror,1,1,2,23,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
33209,Sukhavati - Place of Bliss: A Mythic Journey with Joseph Campbell,Religion & Spirituality,1,1,2,24,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
33211,Drift,Drama,1,1,2,24,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
34279,"South Park, Vol. 6",Comedy,3,1,4,25,3,7.952223043951936e-06,0.00597609561752988,3.0237649036003245e-80,0.002863741326246978
34281,"The Adam Sandler Collection (Billy Madison, Bulletproof, & Happy Gilmore)",Comedy,2,3,5,25,3,1.1928334565927905e-05,0.00448207171314741,2.3338763293258683e-80,0.003102972775302625
58754,Champion / Body and Soul,Drama,1,3,4,25,3,0.0,0.00298804780876494,1.2689029172365888e-80,0.0012062090662091284
58755,Banned From Television II Uncensored!,Television,2,1,3,25,3,0.0,0.00448207171314741,1.9587914915110452e-80,0.001547968296322468
34841,Andrew Lloyd Webber - Masterpiece (Live in Beijing) With CD,Music Video & Concerts,3,2,5,26,2,1.988055760987984e-06,0.00597609561752988,5.169209577349924e-49,0.002549073535164151
34842,Ballistic - Ecks vs. Sever,Action & Adventure,2,2,4,26,2,0.0,0.00448207171314741,4.489546869134921e-49,0.002212354697453171
34843,El Tri - Sinfonico,Music Video & Concerts,3,3,6,26,2,9.94027880493992e-06,0.00597609561752988,5.169209577349923e-49,0.002830464765639678
34845,VeggieTales - The Toy That Saved Christmas,Kids & Family,1,2,3,26,2,0.0,0.003585657370517928,2.2447734345674602e-49,0.0011289984658241997
38977,"The Honeymooners - The Lost Episodes, Vol. 5",Television,1,1,2,27,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
38978,"The Honeymooners - The Lost Episodes, Vol. 6",Television,1,1,2,27,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
44837,Aquaria - The Complete Aquarium Collection,General,1,1,2,28,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
67530,Terry Pratchett's Discworld - Soul Music,Science Fiction & Fantasy,1,1,2,28,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
47753,Rich & Strange/ The Sorcerer's Apprentice,Mystery & Suspense,1,1,2,29,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
79765,10 Violent Women,Action & Adventure,1,1,2,29,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
48094,The Rose,Drama,2,1,3,30,1,7.952223043951936e-06,0.00448207171314741,6.36245225061439e-151,0.0036308602750292555
82797,Â¿Por quÃ© lo llaman amor cuando quieren decir sexo?,Comedy,1,1,2,30,1,0.0,0.00298804780876494,6.336052033806862e-151,0.003413264608061765
50475,Fail-safe (Special Edition),Drama,2,2,4,31,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885375e-97,0.0028304647656396784
50476,Thomas and the Magic Railroad,Kids & Family,1,2,3,31,2,0.0,0.0026560424966799467,2.3176134040211344e-97,0.0015299809664009222
58974,Vietnam:We Were Heroes,Documentary,2,1,3,31,2,0.0,0.00398406374501992,3.7499772604885375e-97,0.0021802228660203
52053,Hope Floats,Comedy,0,1,1,32,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
6459,Barney's Rhyme Time Rhythm,Kids & Family,1,0,1,-1,1,0.0,0.00199203187250996,6.467812986524523e-294,0.0006050119142322923
56837,Colors,Drama,2,2,4,33,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
56838,Clambake,Musicals & Performing Arts,2,2,4,33,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
56839,Heart of Dixie,Drama,2,2,4,33,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
57656,Crystal Lewis - More Live,Music Video & Concerts,1,1,2,34,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
59891,Clue,Comedy,1,1,2,34,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
58967,The Lost Command,Drama,2,3,5,35,3,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0007815894361912692
58968,"Verdi - Requiem / Angela Gheorghiu, Roberto Alagna, Daniela Barcellona, Julian Konstantinov, Claudio Abbado, Berlin Philharmonic",Musicals & Performing Arts,3,0,3,-1,3,0.0,0.00597609561752988,6.067590664509661e-97,0.0010030397823991585
58969,Vandread - Pressure,Animation,2,2,4,35,3,0.0,0.00398406374501992,3.7499772604885303e-97,0.000703887561087061
58970,Gate Keepers - Discovery! (Vol. 6),Animation,1,3,4,35,3,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0005484838108786452
59459,One Flew Over the Cuckoo's Nest (Two-Disc Special Edition),Comedy,1,1,2,36,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
122645,Berlin Philharmonic's New Year's Gala 1997,Music Video & Concerts,1,1,2,36,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
60126,Lizzy Borden: The Murderess Metal Road Show,Music Video & Concerts,1,2,3,37,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
64722,Dragon Ball Z:Perfect Cell-Perfection,Kids & Family,1,2,3,37,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
64723,Dragon Ball Z:Perfect Cell-Unstoppable,Kids & Family,2,0,2,-1,2,0.0,0.00398406374501992,1.0560086723011452e-152,0.0008104742570744219
63633,Beautiful Thing,Comedy,2,2,4,38,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
91014,"Prokofiev - Symphony No. 1 ""Classical"" & Violin Concerto in D / Svetlanov, Repin, Russian Federation State Symphony Orchestra",Musicals & Performing Arts,2,2,4,38,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
91015,Journey Into Amazing Caves (Large Format),Documentary,2,2,4,38,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
67138,D-Day: Code Name Overlord,Documentary,2,2,4,39,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83102,The Pledge,Mystery & Suspense,2,2,4,39,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83104,Proof of Life,Drama,2,2,4,39,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
67533,Lexx Series 2 Volume 4,Science Fiction & Fantasy,1,1,2,40,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
67534,Return to Waterloo/Come Dancing,Musicals & Performing Arts,1,1,2,40,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
69498,Gladiator Challenge: Showdown At Soboda,Sports,0,1,1,41,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
57140,Tchaikovsky - Symphony 4,Musicals & Performing Arts,1,0,1,-1,1,0.0,0.00199203187250996,6.467812986524523e-294,0.0006050119142322923
76200,Shriek of the Mutilated,Horror,1,1,2,42,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
105975,From Mao to Mozart - Isaac Stern in China,Musicals & Performing Arts,1,1,2,42,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
79572,The Siege,Action & Adventure,1,1,2,43,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
79573,The Thin Red Line - DTS,Military & War,1,1,2,43,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
80642,Mommy & Me - Splish Splash,Kids & Family,2,2,4,44,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
80643,Mommy & Me - Lullaby & Goodnight,Kids & Family,2,2,4,44,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
80644,Mommy & Me - Fun & Friends,Kids & Family,2,2,4,44,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
81590,Frank Herbert's Dune (TV Miniseries),Science Fiction & Fantasy,0,1,1,13,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
82587,Project A-Ko (Collector's Series),Animation,3,3,6,45,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
82588,The Legend of Himiko - Sacred Fire,Science Fiction & Fantasy,3,3,6,45,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
82589,Geobreeders Breakthrough,Science Fiction & Fantasy,3,3,6,45,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
82590,"Now and Then, Here and There - Conflict & Chaos (Vol. 3)",Animation,3,3,6,45,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
82596,Maetel Legend/Harlock Saga,Animation,2,2,4,46,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
82597,The 2002 Olympic Games - Olympic Highlights,Sports,2,1,3,46,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
82599,Martial Arts Pack - Ayane's High Kick/Grappler Backi,Animation,1,2,3,46,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
82789,Pokemon Johto Journeys - Crimson Warrior (Vol. 46),Kids & Family,3,3,6,47,2,3.976111521975968e-06,0.00597609561752988,2.028645750933282e-33,0.0025745184864951424
82790,Flying Guillotine,Action & Adventure,2,2,4,47,2,0.0,0.00448207171314741,1.583918739281274e-33,0.0017859272455454586
82791,The Kid With the Golden Arm,Action & Adventure,3,3,6,47,2,3.976111521975968e-06,0.00597609561752988,2.028645750933282e-33,0.0025745184864951424
82792,Shaolin Dolemite Collection - Buddha Assassinator,Action & Adventure,2,2,4,47,2,0.0,0.00448207171314741,1.583918739281274e-33,0.0017859272455454586
83105,The Chinese Connection,Action & Adventure,1,1,2,48,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
94252,Love on a Diet,Action & Adventure,1,1,2,48,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
83639,Penthouse: Pet of the Year 2002,Adult,2,2,4,49,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83640,Atomic War Bride/This Is Not a Test,Science Fiction & Fantasy,2,2,4,49,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83642,Hollywood at Your Feet - The Story of the Chinese Theatre Footprints,Documentary,2,2,4,49,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83870,American Psycho II: All American Girl,Mystery & Suspense,2,2,4,50,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83871,The Night Larry Kramer Kissed Me,Drama,2,2,4,50,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
83872,Metrosexuality,Comedy,2,2,4,50,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
84393,Dark Shadows DVD Collection 3,Horror,2,2,4,51,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
84394,Hookers at the Point,Documentary,2,2,4,51,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
84395,Grateful Dead - View from the Vault III,Music Video & Concerts,2,2,4,51,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
84416,Jason Goes to Hell - The Final Friday,Horror,0,1,1,52,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
86113,The Navigator,Comedy,3,2,5,52,2,7.952223043951936e-06,0.00597609561752988,6.096981093762666e-69,0.0029280010631482696
86114,Mr. Jones,Drama,2,2,4,52,2,0.0,0.00448207171314741,6.096981093762666e-69,0.002732928468131089
86115,Our Hospitality/Sherlock Jr.,Classics,2,2,4,52,2,0.0,0.00448207171314741,6.096981093762666e-69,0.002732928468131089
87453,Laughing Out Loud: America's Funniest Comedians - Vols. 1-5 Boxed Set,Comedy,1,1,2,53,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
87455,The Tormented/Lady Frankenstein,Horror,1,1,2,53,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
89493,Tokyo Olympiad - Criterion Collection,Sports,2,1,3,54,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
89494,Yu Yu Hakusho - Dark Tournament (Uncut),Animation,2,2,4,54,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
89495,Hearts and Minds - Criterion Collection,Military & War,1,2,3,54,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
91024,An Evening with Nat King Cole,Music Video & Concerts,2,2,4,55,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
91025,Juice Newton - Every Road Leads Back to You,Music Video & Concerts,2,2,4,55,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
91026,National Parks of Alaska,Travel,2,2,4,55,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
94311,Con Games,Mystery & Suspense,2,2,4,57,1,2.385666913185581e-05,0.005312084993359893,7.390584842315587e-55,0.0023175641821088677
150648,Don't Leave Me Alone Daisy Collection,Animation,3,3,6,57,2,3.1808892175807744e-05,0.006374501992031873,1.3027485746925858e-54,0.003089409238799569
150649,"Beethoven - Missa Solemnis / Gielen, Bryn-Julson, Lipovsek, Sudwestfunk Symphony Orchestra",Musicals & Performing Arts,1,1,2,57,1,0.0,0.003541389995573262,3.337632184520298e-55,0.0013119986458324617
95718,Sunshine,Drama,2,3,5,58,2,3.976111521975968e-06,0.00448207171314741,3.9678432936841054e-49,0.0013112097224450149
95719,Not of This Earth,Horror,3,3,6,58,2,1.1928334565927905e-05,0.00597609561752988,5.169209577349928e-49,0.0017022728009441716
95720,Body Chemistry 2 - The Voice of a Stranger,Mystery & Suspense,2,2,4,58,2,1.1928334565927905e-05,0.00448207171314741,3.9678432936841054e-49,0.001180855362945296
95721,Body Chemistry 3 - Point of Seduction,Mystery & Suspense,2,2,4,58,2,0.0,0.00448207171314741,3.9678432936841054e-49,0.001180855362945296
95722,Ghost of Spoon River,Mystery & Suspense,1,0,1,-1,1,0.0,0.00398406374501992,1.723069859116643e-49,0.0008288980299284673
99681,Firm Parts Upper Body/Standing Legs,Sports,1,1,2,59,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
107655,Ransom,Mystery & Suspense,1,1,2,59,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
100426,WWE - Action!,Sports,2,2,4,60,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
100427,Beyond Justice,Action & Adventure,2,2,4,60,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
100428,WWE Summerslam 2001,Sports,2,2,4,60,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
103732,The Magnificent Ambersons,Drama,3,1,4,61,3,0.0,0.00597609561752988,6.067590664509649e-97,0.002797952666470149
103734,The Men Who Killed Kennedy,Documentary,3,2,5,61,3,3.976111521975968e-06,0.00597609561752988,6.067590664509649e-97,0.0036324297667931233
103733,"Secret Agent AKA Danger Man, Set 2",Television,0,3,3,61,3,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
103735,"Space 1999, Set 5",Science Fiction & Fantasy,2,2,4,61,3,0.0,0.00448207171314741,3.7499772604885235e-97,0.0019634755661471744
106095,The Adventures of Sherlock Holmes Volume 3 (The Blue Carbuncle/The Copper Beeches),Mystery & Suspense,1,1,2,62,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
145232,No Dessert Dad 'Til You Mow The Lawn,Comedy,1,1,2,62,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
106110,The Gaucho,Classics,1,2,3,30,1,7.952223043951936e-06,0.00199203187250996,5.280043361505726e-153,0.0009471811239788353
123122,LightWave 3D 7 : Motion Graph Modifiers & Expressions - Class on Demand Video Training Tutorial DVD,General,1,1,2,30,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0007295854570113455
106666,Shadow of Chinatown [Serial],Drama,1,1,2,64,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
106670,Playboy - Red Hot Redheads,Adult,1,1,2,64,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
108097,James Dean Story,Documentary,2,2,4,65,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
108098,Pot O' Gold,Comedy,2,2,4,65,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
108099,Death of a Prophet,Drama,2,2,4,65,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
109198,Jack the Ripper,Mystery & Suspense,4,3,7,66,3,3.3134262683133064e-06,0.00796812749003984,1.2183400104973444e-23,0.002955380520539277
109199,"Rockthology Presents: Hard 'N' Heavy, Vol. 2",Music Video & Concerts,4,2,6,66,3,1.3253705073253226e-06,0.00796812749003984,1.2183400104973444e-23,0.002661570764948616
109200,Blind Date,Mystery & Suspense,3,3,6,66,3,1.988055760987984e-06,0.006374501992031873,1.2183400104973444e-23,0.0028831783261755576
109202,.com for Murder,Mystery & Suspense,3,3,6,66,3,1.3253705073253226e-06,0.006374501992031873,8.918867885780555e-24,0.002073951253767293
109209,The Mystery of Picasso,Art & International,2,2,4,67,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
109210,The Wide Blue Road,Drama,2,1,3,67,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
109211,Hilary and Jackie,Drama,1,2,3,67,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
109213,The Last Days,Documentary,1,1,2,68,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
109214,Xena - Series Finale,Science Fiction & Fantasy,1,1,2,68,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
109815,Untamed Heart,Drama,3,3,6,69,3,1.988055760987984e-06,0.00597609561752988,9.608744717612381e-24,0.002420896815484458
109816,Black Caesar,Action & Adventure,2,3,5,69,3,0.0,0.00448207171314741,7.034089330251327e-24,0.0016988749670919844
109817,"Black Mama, White Mama",Action & Adventure,3,3,6,69,3,1.988055760987984e-06,0.00597609561752988,9.608744717612381e-24,0.002420896815484458
